id,text
1743,"GND_THR_CRUISE (FLOAT) Cruise throttle Comment: This is the throttle setting required to achieve the desired cruise speed. 10% is ok for a traxxas stampede vxl with ESC set to training mode [0.0, 1.0] (0.01) 0.1 norm"
1744,"GND_THR_MAX (FLOAT) Throttle limit max Comment: This is the maximum throttle % that can be used by the controller. For a Traxxas stampede vxl with the ESC set to training, 30 % is enough [0.0, 1.0] (0.01) 0.3 norm"
1745,"GND_THR_MIN (FLOAT) Throttle limit min Comment: This is the minimum throttle % that can be used by the controller. Set to 0 for rover [0.0, 1.0] (0.01) 0.0 norm"
1746,"GND_WHEEL_BASE (FLOAT) Distance from front axle to rear axle Comment: A value of 0.31 is typical for 1/10 RC cars. [0.0, ?] (0.01) 0.31 m"
1747,"RWTO_HDG (INT32) Specifies which heading should be held during the runway takeoff ground roll Comment: 0: airframe heading when takeoff is initiated 1: position control along runway direction (bearing defined from vehicle position on takeoff initiation to MAV_CMD_TAKEOFF position defined by operator) Values: 0: Airframe 1: Runway [0, 1] 0"
1748,"RWTO_MAX_THR (FLOAT) Max throttle during runway takeoff [0.0, 1.0] (0.01) 1.0 norm"
1749,"RWTO_NPFG_PERIOD (FLOAT) NPFG period while steering on runway [1.0, 100.0] (0.1) 5.0 s"
1750,"RWTO_NUDGE (INT32) Enable use of yaw stick for nudging the wheel during runway ground roll Comment: This is useful when map, GNSS, or yaw errors on ground are misaligned with what the operator intends for takeoff course. Particularly useful for skinny runways or if the wheel servo is a bit off trim. Enabled (1)"
1751,"RWTO_PSP (FLOAT) Pitch setpoint during taxi / before takeoff rotation airspeed is reached Comment: A taildragger with steerable wheel might need to pitch up a little to keep its wheel on the ground before airspeed to takeoff is reached. [-10.0, 20.0] (0.5) 0.0 deg"
1752,"RWTO_RAMP_TIME (FLOAT) Throttle ramp up time for runway takeoff [1.0, 15.0] (0.1) 2.0 s"
1753,"RWTO_ROT_AIRSPD (FLOAT) Takeoff rotation airspeed Comment: The calibrated airspeed threshold during the takeoff ground roll when the plane should start rotating (pitching up). Must be less than the takeoff airspeed, will otherwise be capped at the takeoff airpeed (see FW_TKO_AIRSPD). If set <= 0.0, defaults to 0.9 * takeoff airspeed (see FW_TKO_AIRSPD) [-1.0, ?] (0.1) -1.0 m/s"
1754,"RWTO_ROT_TIME (FLOAT) Takeoff rotation time Comment: This is the time desired to linearly ramp in takeoff pitch constraints during the takeoff rotation [0.1, ?] (0.1) 1.0 s"
1755,RWTO_TKOFF (INT32) Runway takeoff with landing gear Disabled (0)
1756,SDLOG_ALGORITHM (INT32) Logfile Encryption algorithm Comment: Selects the algorithm used for logfile encryption Values: 0: Disabled 2: XChaCha20 3: AES 2
1757,"SDLOG_BOOT_BAT (INT32) Battery-only Logging Comment: When enabled, logging will not start from boot if battery power is not detected (e.g. powered via USB on a test bench). This prevents extraneous flight logs from being created during bench testing. Note that this only applies to log-from-boot modes. This has no effect on arm-based modes. Disabled (0)"
1758,"SDLOG_DIRS_MAX (INT32) Maximum number of log directories to keep Comment: If there are more log directories than this value, the system will delete the oldest directories during startup. In addition, the system will delete old logs if there is not enough free space left. The minimum amount is 300 MB. If this is set to 0, old directories will only be removed if the free space falls below the minimum. Note: this does not apply to mission log files. Reboot required: true [0, 1000] 0"
1759,"SDLOG_EXCH_KEY (INT32) Logfile Encryption key exchange key Comment: If the logfile is encrypted using a symmetric key algorithm, the used encryption key is generated at logging start and stored on the sdcard RSA2048 encrypted using this key. [0, 255] 1"
1760,"SDLOG_KEY (INT32) Logfile Encryption key index Comment: Selects the key in keystore, used for encrypting the log. When using a symmetric encryption algorithm, the key is generated at logging start and kept stored in this index. For symmetric algorithms, the key is volatile and valid only for the duration of logging. The key is stored in encrypted format on the sdcard alongside the logfile, using an RSA2048 key defined by the SDLOG_EXCHANGE_KEY [0, 255] 2"
1761,"SDLOG_MISSION (INT32) Mission Log Comment: If enabled, a small additional ""mission"" log file will be written to the SD card. The log contains just those messages that are useful for tasks like generating flight statistics and geotagging. The different modes can be used to further reduce the logged data (and thus the log file size). For example, choose geotagging mode to only log data required for geotagging. Note that the normal/full log is still created, and contains all the data in the mission log (and more). Values: 0: Disabled 1: All mission messages 2: Geotagging messages Reboot required: true 0"
1762,"SDLOG_MODE (INT32) Logging Mode Comment: Determines when to start and stop logging. By default, logging is started when arming the system, and stopped when disarming. Values: -1: disabled 0: when armed until disarm (default) 1: from boot until disarm 2: from boot until shutdown 3: depending on AUX1 RC channel 4: from 1st armed until shutdown Reboot required: true 0"
1763,"SDLOG_PROFILE (INT32) Logging topic profile (integer bitmask) Comment: This integer bitmask controls the set and rates of logged topics. The default allows for general log analysis while keeping the log file size reasonably small. Enabling multiple sets leads to higher bandwidth requirements and larger log files. Set bits true to enable: 0 : Default set (used for general log analysis) 1 : Full rate estimator (EKF2) replay topics 2 : Topics for thermal calibration (high rate raw IMU and Baro sensor data) 3 : Topics for system identification (high rate actuator control and IMU data) 4 : Full rates for analysis of fast maneuvers (RC, attitude, rates and actuators) 5 : Debugging topics (debug_*.msg topics, for custom code) 6 : Topics for sensor comparison (low rate raw IMU, Baro and magnetometer data) 7 : Topics for computer vision and collision avoidance 8 : Raw FIFO high-rate IMU (Gyro) 9 : Raw FIFO high-rate IMU (Accel) 10: Logging of mavlink tunnel message (useful for payload"
1764,"communication debugging) Bitmask: 0: Default set (general log analysis) 1: Estimator replay (EKF2) 2: Thermal calibration 3: System identification 4: High rate 5: Debug 6: Sensor comparison 7: Computer Vision and Avoidance 8: Raw FIFO high-rate IMU (Gyro) 9: Raw FIFO high-rate IMU (Accel) 10: Mavlink tunnel message logging Reboot required: true [0, 2047] 1"
1765,"SDLOG_UTC_OFFSET (INT32) UTC offset (unit: min) Comment: the difference in hours and minutes from Coordinated Universal Time (UTC) for a your place and date. for example, In case of South Korea(UTC+09:00), UTC offset is 540 min (9*60) refer to https://en.wikipedia.org/wiki/List_of_UTC_time_offsets [-1000, 1000] 0 min"
1766,"SDLOG_UUID (INT32) Log UUID Comment: If set to 1, add an ID to the log, which uniquely identifies the vehicle Enabled (1)"
1767,"SIM_BAT_DRAIN (FLOAT) Simulator Battery drain interval [1, 86400] (1) 60 s"
1768,SIM_BAT_ENABLE (INT32) Simulator Battery enabled Comment: Enable or disable the internal battery simulation. This is useful when the battery is simulated externally and interfaced with PX4 through MAVLink for example. Enabled (1)
1769,"SIM_BAT_MIN_PCT (FLOAT) Simulator Battery minimal percentage Comment: Can be used to alter the battery level during SITL- or HITL-simulation on the fly. Particularly useful for testing different low-battery behaviour. [0, 100] (0.1) 50.0 %"
1770,CAL_ACC0_ID (INT32) Accelerometer 0 calibration device ID Comment: Device ID of the accelerometer this calibration applies to. 0
1771,CAL_ACC0_PRIO (INT32) Accelerometer 0 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1772,"CAL_ACC0_ROT (INT32) Accelerometer 0 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll"
1773,"90°, Yaw 270° 38: Roll 90°, Pitch 68°, Yaw 293° 39: Pitch 315° 40: Roll 90°, Pitch 315° [-1, 40] -1"
1774,CAL_ACC0_XOFF (FLOAT) Accelerometer 0 X-axis offset 0.0 m/s^2
1775,"CAL_ACC0_XSCALE (FLOAT) Accelerometer 0 X-axis scaling factor [0.1, 3.0] 1.0"
1776,CAL_ACC0_YOFF (FLOAT) Accelerometer 0 Y-axis offset 0.0 m/s^2
1777,"CAL_ACC0_YSCALE (FLOAT) Accelerometer 0 Y-axis scaling factor [0.1, 3.0] 1.0"
1778,CAL_ACC0_ZOFF (FLOAT) Accelerometer 0 Z-axis offset 0.0 m/s^2
1779,"CAL_ACC0_ZSCALE (FLOAT) Accelerometer 0 Z-axis scaling factor [0.1, 3.0] 1.0"
1780,CAL_ACC1_ID (INT32) Accelerometer 1 calibration device ID Comment: Device ID of the accelerometer this calibration applies to. 0
1781,CAL_ACC1_PRIO (INT32) Accelerometer 1 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1782,"CAL_ACC1_ROT (INT32) Accelerometer 1 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll"
1783,CAL_ACC1_XOFF (FLOAT) Accelerometer 1 X-axis offset 0.0 m/s^2
1784,"CAL_ACC1_XSCALE (FLOAT) Accelerometer 1 X-axis scaling factor [0.1, 3.0] 1.0"
1785,CAL_ACC1_YOFF (FLOAT) Accelerometer 1 Y-axis offset 0.0 m/s^2
1786,"CAL_ACC1_YSCALE (FLOAT) Accelerometer 1 Y-axis scaling factor [0.1, 3.0] 1.0"
1787,CAL_ACC1_ZOFF (FLOAT) Accelerometer 1 Z-axis offset 0.0 m/s^2
1788,"CAL_ACC1_ZSCALE (FLOAT) Accelerometer 1 Z-axis scaling factor [0.1, 3.0] 1.0"
1789,CAL_ACC2_ID (INT32) Accelerometer 2 calibration device ID Comment: Device ID of the accelerometer this calibration applies to. 0
1790,CAL_ACC2_PRIO (INT32) Accelerometer 2 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1791,"CAL_ACC2_ROT (INT32) Accelerometer 2 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll"
1792,CAL_ACC2_XOFF (FLOAT) Accelerometer 2 X-axis offset 0.0 m/s^2
1793,"CAL_ACC2_XSCALE (FLOAT) Accelerometer 2 X-axis scaling factor [0.1, 3.0] 1.0"
1794,CAL_ACC2_YOFF (FLOAT) Accelerometer 2 Y-axis offset 0.0 m/s^2
1795,"CAL_ACC2_YSCALE (FLOAT) Accelerometer 2 Y-axis scaling factor [0.1, 3.0] 1.0"
1796,CAL_ACC2_ZOFF (FLOAT) Accelerometer 2 Z-axis offset 0.0 m/s^2
1797,"CAL_ACC2_ZSCALE (FLOAT) Accelerometer 2 Z-axis scaling factor [0.1, 3.0] 1.0"
1798,CAL_ACC3_ID (INT32) Accelerometer 3 calibration device ID Comment: Device ID of the accelerometer this calibration applies to. 0
1799,CAL_ACC3_PRIO (INT32) Accelerometer 3 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1800,"CAL_ACC3_ROT (INT32) Accelerometer 3 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll"
1801,CAL_ACC3_XOFF (FLOAT) Accelerometer 3 X-axis offset 0.0 m/s^2
1802,"CAL_ACC3_XSCALE (FLOAT) Accelerometer 3 X-axis scaling factor [0.1, 3.0] 1.0"
1803,CAL_ACC3_YOFF (FLOAT) Accelerometer 3 Y-axis offset 0.0 m/s^2
1804,"CAL_ACC3_YSCALE (FLOAT) Accelerometer 3 Y-axis scaling factor [0.1, 3.0] 1.0"
1805,CAL_ACC3_ZOFF (FLOAT) Accelerometer 3 Z-axis offset 0.0 m/s^2
1806,"CAL_ACC3_ZSCALE (FLOAT) Accelerometer 3 Z-axis scaling factor [0.1, 3.0] 1.0"
1807,CAL_BARO0_ID (INT32) Barometer 0 calibration device ID Comment: Device ID of the barometer this calibration applies to. 0
1808,CAL_BARO0_OFF (FLOAT) Barometer 0 offset 0.0
1809,CAL_BARO0_PRIO (INT32) Barometer 0 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1810,CAL_BARO1_ID (INT32) Barometer 1 calibration device ID Comment: Device ID of the barometer this calibration applies to. 0
1811,CAL_BARO1_OFF (FLOAT) Barometer 1 offset 0.0
1812,CAL_BARO1_PRIO (INT32) Barometer 1 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1813,CAL_BARO2_ID (INT32) Barometer 2 calibration device ID Comment: Device ID of the barometer this calibration applies to. 0
1814,CAL_BARO2_OFF (FLOAT) Barometer 2 offset 0.0
1815,CAL_BARO2_PRIO (INT32) Barometer 2 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1816,CAL_BARO3_ID (INT32) Barometer 3 calibration device ID Comment: Device ID of the barometer this calibration applies to. 0
1817,CAL_BARO3_OFF (FLOAT) Barometer 3 offset 0.0
1818,CAL_BARO3_PRIO (INT32) Barometer 3 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1819,CAL_GYRO0_ID (INT32) Gyroscope 0 calibration device ID Comment: Device ID of the gyroscope this calibration applies to. 0
1820,CAL_GYRO0_PRIO (INT32) Gyroscope 0 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1821,"CAL_GYRO0_ROT (INT32) Gyroscope 0 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll 90°,"
1822,"Yaw 270° 38: Roll 90°, Pitch 68°, Yaw 293° 39: Pitch 315° 40: Roll 90°, Pitch 315° [-1, 40] -1"
1823,CAL_GYRO0_XOFF (FLOAT) Gyroscope 0 X-axis offset 0.0 rad/s
1824,CAL_GYRO0_YOFF (FLOAT) Gyroscope 0 Y-axis offset 0.0 rad/s
1825,CAL_GYRO0_ZOFF (FLOAT) Gyroscope 0 Z-axis offset 0.0 rad/s
1826,CAL_GYRO1_ID (INT32) Gyroscope 1 calibration device ID Comment: Device ID of the gyroscope this calibration applies to. 0
1827,CAL_GYRO1_PRIO (INT32) Gyroscope 1 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1828,"CAL_GYRO1_ROT (INT32) Gyroscope 1 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll 90°,"
1829,CAL_GYRO1_XOFF (FLOAT) Gyroscope 1 X-axis offset 0.0 rad/s
1830,CAL_GYRO1_YOFF (FLOAT) Gyroscope 1 Y-axis offset 0.0 rad/s
1831,CAL_GYRO1_ZOFF (FLOAT) Gyroscope 1 Z-axis offset 0.0 rad/s
1832,CAL_GYRO2_ID (INT32) Gyroscope 2 calibration device ID Comment: Device ID of the gyroscope this calibration applies to. 0
1833,CAL_GYRO2_PRIO (INT32) Gyroscope 2 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1834,"CAL_GYRO2_ROT (INT32) Gyroscope 2 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll 90°,"
1835,CAL_GYRO2_XOFF (FLOAT) Gyroscope 2 X-axis offset 0.0 rad/s
1836,CAL_GYRO2_YOFF (FLOAT) Gyroscope 2 Y-axis offset 0.0 rad/s
1837,CAL_GYRO2_ZOFF (FLOAT) Gyroscope 2 Z-axis offset 0.0 rad/s
1838,CAL_GYRO3_ID (INT32) Gyroscope 3 calibration device ID Comment: Device ID of the gyroscope this calibration applies to. 0
1839,CAL_GYRO3_PRIO (INT32) Gyroscope 3 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1840,"CAL_GYRO3_ROT (INT32) Gyroscope 3 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch 270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll 90°,"
1841,CAL_GYRO3_XOFF (FLOAT) Gyroscope 3 X-axis offset 0.0 rad/s
1842,CAL_GYRO3_YOFF (FLOAT) Gyroscope 3 Y-axis offset 0.0 rad/s
1843,CAL_GYRO3_ZOFF (FLOAT) Gyroscope 3 Z-axis offset 0.0 rad/s
1844,CAL_MAG0_ID (INT32) Magnetometer 0 calibration device ID Comment: Device ID of the magnetometer this calibration applies to. 0
1845,"CAL_MAG0_PITCH (FLOAT) Magnetometer 0 Custom Euler Pitch Angle Comment: Setting this parameter changes CAL_MAG0_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1846,CAL_MAG0_PRIO (INT32) Magnetometer 0 priority Values: -1: Uninitialized 0: Disabled 1: Min 25: Low 50: Medium (Default) 75: High 100: Max -1
1847,"CAL_MAG0_ROLL (FLOAT) Magnetometer 0 Custom Euler Roll Angle Comment: Setting this parameter changes CAL_MAG0_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
1848,"CAL_MAG0_ROT (INT32) Magnetometer 0 rotation relative to airframe Comment: An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero. Set to ""Custom Euler Angle"" to define the rotation using CAL_MAG0_ROLL, CAL_MAG0_PITCH and CAL_MAG0_YAW. Values: -1: Internal 0: No rotation 1: Yaw 45° 2: Yaw 90° 3: Yaw 135° 4: Yaw 180° 5: Yaw 225° 6: Yaw 270° 7: Yaw 315° 8: Roll 180° 9: Roll 180°, Yaw 45° 10: Roll 180°, Yaw 90° 11: Roll 180°, Yaw 135° 12: Pitch 180° 13: Roll 180°, Yaw 225° 14: Roll 180°, Yaw 270° 15: Roll 180°, Yaw 315° 16: Roll 90° 17: Roll 90°, Yaw 45° 18: Roll 90°, Yaw 90° 19: Roll 90°, Yaw 135° 20: Roll 270° 21: Roll 270°, Yaw 45° 22: Roll 270°, Yaw 90° 23: Roll 270°, Yaw 135° 24: Pitch 90° 25: Pitch 270° 26: Pitch 180°, Yaw 90° 27: Pitch 180°, Yaw 270° 28: Roll 90°, Pitch 90° 29: Roll 180°, Pitch 90° 30: Roll 270°, Pitch 90° 31: Roll 90°, Pitch 180° 32: Roll 270°, Pitch 180° 33: Roll 90°, Pitch"
1849,"270° 34: Roll 180°, Pitch 270° 35: Roll 270°, Pitch 270° 36: Roll 90°, Pitch 180°, Yaw 90° 37: Roll 90°, Yaw 270° 38: Roll 90°, Pitch 68°, Yaw 293° 39: Pitch 315° 40: Roll 90°, Pitch 315° 100: Custom Euler Angle [-1, 100] -1"
1850,CAL_MAG0_XCOMP (FLOAT) Magnetometer 0 X Axis throttle compensation Comment: Coefficient describing linear relationship between X component of magnetometer in body frame axis and either current or throttle depending on value of CAL_MAG_COMP_TYP. Unit for throttle-based compensation is [G] and for current-based compensation [G/kA] 0.0
1851,CAL_MAG0_XODIAG (FLOAT) Magnetometer 0 X-axis off diagonal scale factor 0.0
1852,CAL_MAG0_XOFF (FLOAT) Magnetometer 0 X-axis offset 0.0 gauss
1853,"CAL_MAG0_XSCALE (FLOAT) Magnetometer 0 X-axis scaling factor [0.1, 3.0] 1.0"
1854,"CAL_MAG0_YAW (FLOAT) Magnetometer 0 Custom Euler Yaw Angle Comment: Setting this parameter changes CAL_MAG0_ROT to ""Custom Euler Angle"" [-180, 180] 0.0 deg"
